Internship_ID,Domain,Student_ID,University,Year_of_Study,Program,Application_Date,Status,Participation,Clicks_on_Internship
756,Cloud Computing,S0610,NUS,2nd Year,B.Tech,2026-09-03,Pending,Yes,41
621,IoT,S0611,NTU,1st Year,B.Sc,2026-09-04,Rejected,No,5
509,Cybersecurity,S0612,IIT Bombay,3rd Year,B.Sc,2026-09-05,Pending,Yes,48
795,Blockchain,S0613,NTU,3rd Year,MBA,2026-09-06,Pending,No,5
963,Cloud Computing,S0614,Stanford,1st Year,M.Tech,2026-09-07,Pending,Yes,37
649,IoT,S0615,MIT,1st Year,M.Tech,2026-09-08,Pending,No,6
439,Data Science,S0616,NUS,1st Year,M.Sc,2026-09-09,Pending,Yes,36
128,AI/ML,S0617,Cambridge,4th Year,B.Tech,2026-09-10,Accepted,No,50
218,Web Development,S0618,NUS,2nd Year,B.Tech,2026-09-11,Rejected,Yes,8
998,IoT,S0619,NTU,2nd Year,MBA,2026-09-12,Accepted,No,35
367,Blockchain,S0620,NTU,3rd Year,MBA,2026-09-13,Rejected,No,11
282,IoT,S0621,Oxford,2nd Year,MBA,2026-09-14,Rejected,No,33
694,IoT,S0622,Oxford,4th Year,M.Tech,2026-09-15,Rejected,Yes,6
371,Cybersecurity,S0623,Stanford,3rd Year,M.Tech,2026-09-16,Accepted,Yes,37
139,UI/UX Design,S0624,IIT Delhi,1st Year,M.Sc,2026-09-17,Pending,No,30
211,AR/VR,S0625,Stanford,1st Year,B.Tech,2026-09-18,Accepted,Yes,40
710,Web Development,S0626,Cambridge,3rd Year,B.Tech,2026-09-19,Accepted,No,42
544,UI/UX Design,S0627,Oxford,3rd Year,MBA,2026-09-20,Rejected,No,13
453,UI/UX Design,S0628,Cambridge,3rd Year,B.Sc,2026-09-21,Accepted,Yes,49
846,UI/UX Design,S0629,Oxford,4th Year,B.Tech,2026-09-22,Pending,Yes,5
905,Blockchain,S0630,Oxford,1st Year,M.Sc,2026-09-23,Accepted,Yes,50
421,Web Development,S0631,Oxford,4th Year,M.Tech,2026-09-24,Pending,No,44
546,UI/UX Design,S0632,Berkeley,1st Year,B.Tech,2026-09-25,Pending,No,28
720,Embedded Systems,S0633,Harvard,3rd Year,M.Sc,2026-09-26,Rejected,No,18
623,Embedded Systems,S0634,NUS,4th Year,M.Tech,2026-09-27,Accepted,Yes,30
218,Data Science,S0635,Berkeley,2nd Year,B.Sc,2026-09-28,Rejected,No,29
494,UI/UX Design,S0636,MIT,1st Year,MBA,2026-09-29,Pending,No,48
690,Cybersecurity,S0637,NTU,3rd Year,MBA,2026-09-30,Accepted,No,10
294,IoT,S0638,IIT Bombay,3rd Year,MBA,2026-10-01,Rejected,Yes,42
360,Data Science,S0639,Cambridge,4th Year,B.Tech,2026-10-02,Rejected,No,22
145,Cloud Computing,S0640,Harvard,2nd Year,M.Sc,2026-10-03,Rejected,No,5
825,IoT,S0641,MIT,2nd Year,MBA,2026-10-04,Accepted,No,12
546,Cybersecurity,S0642,IIT Delhi,1st Year,M.Tech,2026-10-05,Accepted,Yes,42
101,Web Development,S0643,Oxford,1st Year,M.Sc,2026-10-06,Rejected,No,37
632,Data Science,S0644,Oxford,1st Year,M.Sc,2026-10-07,Accepted,Yes,22
925,AI/ML,S0645,IIT Bombay,4th Year,B.Tech,2026-10-08,Accepted,No,30
651,Cloud Computing,S0646,IIT Bombay,3rd Year,B.Tech,2026-10-09,Rejected,No,34
803,Blockchain,S0647,IIT Bombay,4th Year,B.Sc,2026-10-10,Accepted,No,50
836,AR/VR,S0648,MIT,3rd Year,B.Sc,2026-10-11,Rejected,Yes,45
859,Blockchain,S0649,NTU,3rd Year,B.Tech,2026-10-12,Accepted,Yes,48
854,Cybersecurity,S0650,NTU,3rd Year,B.Tech,2026-10-13,Accepted,Yes,28
786,Web Development,S0651,Berkeley,2nd Year,M.Sc,2026-10-14,Accepted,Yes,2
301,UI/UX Design,S0652,Cambridge,4th Year,M.Sc,2026-10-15,Pending,Yes,26
472,AR/VR,S0653,Berkeley,4th Year,B.Tech,2026-10-16,Pending,Yes,37
541,UI/UX Design,S0654,NUS,4th Year,M.Sc,2026-10-17,Rejected,Yes,19
171,Cybersecurity,S0655,IIT Delhi,2nd Year,B.Tech,2026-10-18,Pending,No,1
780,Web Development,S0656,Cambridge,2nd Year,M.Sc,2026-10-19,Rejected,No,40
438,IoT,S0657,NUS,3rd Year,B.Tech,2026-10-20,Accepted,No,25
738,Embedded Systems,S0658,Oxford,2nd Year,M.Tech,2026-10-21,Pending,Yes,2
421,IoT,S0659,Harvard,1st Year,B.Tech,2026-10-22,Rejected,Yes,1
779,IoT,S0660,NUS,1st Year,M.Tech,2026-10-23,Pending,Yes,15
968,Cloud Computing,S0661,Harvard,1st Year,MBA,2026-10-24,Pending,Yes,21
227,IoT,S0662,Oxford,4th Year,M.Tech,2026-10-25,Rejected,No,28
837,AI/ML,S0663,Stanford,1st Year,MBA,2026-10-26,Pending,No,10
407,Data Science,S0664,IIT Delhi,2nd Year,B.Sc,2026-10-27,Rejected,Yes,17
619,Blockchain,S0665,Harvard,4th Year,M.Sc,2026-10-28,Pending,Yes,15
416,Embedded Systems,S0666,Oxford,4th Year,B.Sc,2026-10-29,Accepted,No,38
782,IoT,S0667,NUS,1st Year,B.Tech,2026-10-30,Accepted,Yes,44
518,Cybersecurity,S0668,Harvard,3rd Year,M.Tech,2026-10-31,Accepted,Yes,50
434,Cybersecurity,S0669,Cambridge,3rd Year,MBA,2026-11-01,Rejected,Yes,21
512,AR/VR,S0670,Stanford,2nd Year,MBA,2026-11-02,Rejected,No,35
813,UI/UX Design,S0671,Berkeley,1st Year,M.Tech,2026-11-03,Accepted,No,30
402,AI/ML,S0672,Cambridge,2nd Year,B.Tech,2026-11-04,Rejected,Yes,42
667,AI/ML,S0673,Berkeley,3rd Year,M.Tech,2026-11-05,Pending,Yes,43
230,Cloud Computing,S0674,Oxford,3rd Year,B.Sc,2026-11-06,Pending,No,13
296,IoT,S0675,IIT Bombay,1st Year,B.Sc,2026-11-07,Pending,Yes,50
530,AR/VR,S0676,Cambridge,3rd Year,B.Tech,2026-11-08,Pending,No,37
780,IoT,S0677,Cambridge,3rd Year,M.Tech,2026-11-09,Pending,No,23
488,Cloud Computing,S0678,Oxford,3rd Year,B.Sc,2026-11-10,Rejected,Yes,46
793,Embedded Systems,S0679,NTU,1st Year,MBA,2026-11-11,Rejected,Yes,37
866,AI/ML,S0680,Oxford,1st Year,MBA,2026-11-12,Pending,Yes,10
278,Data Science,S0681,IIT Delhi,3rd Year,M.Sc,2026-11-13,Accepted,No,13
730,Blockchain,S0682,Stanford,3rd Year,M.Tech,2026-11-14,Rejected,No,50
682,Web Development,S0683,IIT Delhi,4th Year,B.Tech,2026-11-15,Accepted,No,10
408,Cloud Computing,S0684,MIT,1st Year,MBA,2026-11-16,Pending,No,14
515,UI/UX Design,S0685,NTU,2nd Year,MBA,2026-11-17,Pending,Yes,20
661,Blockchain,S0686,NTU,2nd Year,B.Sc,2026-11-18,Pending,Yes,12
953,UI/UX Design,S0687,NTU,3rd Year,MBA,2026-11-19,Accepted,Yes,7
100,AI/ML,S0688,Stanford,3rd Year,M.Tech,2026-11-20,Pending,No,2
411,Blockchain,S0689,IIT Delhi,4th Year,M.Tech,2026-11-21,Accepted,Yes,35
393,AI/ML,S0690,Berkeley,4th Year,M.Sc,2026-11-22,Accepted,Yes,39
315,AR/VR,S0691,NUS,1st Year,B.Sc,2026-11-23,Rejected,Yes,3
540,Embedded Systems,S0692,Stanford,2nd Year,M.Tech,2026-11-24,Pending,Yes,50
904,Cybersecurity,S0693,IIT Bombay,4th Year,M.Tech,2026-11-25,Pending,Yes,9
693,UI/UX Design,S0694,NUS,2nd Year,B.Sc,2026-11-26,Rejected,Yes,35
721,Embedded Systems,S0695,Oxford,4th Year,B.Sc,2026-11-27,Accepted,Yes,23
770,Cloud Computing,S0696,IIT Bombay,3rd Year,B.Sc,2026-11-28,Pending,Yes,5
429,Data Science,S0697,MIT,4th Year,B.Sc,2026-11-29,Pending,No,21
576,Blockchain,S0698,Harvard,4th Year,M.Sc,2026-11-30,Rejected,No,21
552,Embedded Systems,S0699,Harvard,1st Year,MBA,2026-12-01,Pending,Yes,15
552,IoT,S0700,Berkeley,3rd Year,B.Tech,2026-12-02,Accepted,No,43
791,Embedded Systems,S0701,Cambridge,3rd Year,B.Sc,2026-12-03,Pending,Yes,14
318,Cloud Computing,S0702,IIT Bombay,1st Year,M.Tech,2026-12-04,Pending,No,13
623,AR/VR,S0703,NTU,2nd Year,B.Tech,2026-12-05,Rejected,Yes,20
584,AR/VR,S0704,IIT Delhi,3rd Year,M.Sc,2026-12-06,Pending,Yes,11
912,Data Science,S0705,Harvard,3rd Year,B.Tech,2026-12-07,Rejected,No,28
915,Web Development,S0706,Cambridge,1st Year,B.Tech,2026-12-08,Accepted,No,18
853,Data Science,S0707,Harvard,2nd Year,MBA,2026-12-09,Rejected,No,15
273,Blockchain,S0708,Stanford,3rd Year,MBA,2026-12-10,Rejected,Yes,14
774,UI/UX Design,S0709,IIT Delhi,1st Year,B.Sc,2026-12-11,Rejected,Yes,50
186,UI/UX Design,S0710,Cambridge,3rd Year,M.Tech,2026-12-12,Pending,No,23
390,Embedded Systems,S0711,Harvard,4th Year,B.Sc,2026-12-13,Rejected,No,2
627,UI/UX Design,S0712,Cambridge,2nd Year,B.Tech,2026-12-14,Rejected,No,9
779,Web Development,S0713,MIT,4th Year,B.Sc,2026-12-15,Rejected,Yes,29
748,Cybersecurity,S0714,MIT,2nd Year,B.Tech,2026-12-16,Pending,Yes,8
734,AR/VR,S0715,IIT Delhi,1st Year,M.Tech,2026-12-17,Pending,Yes,25
443,Embedded Systems,S0716,Oxford,3rd Year,M.Sc,2026-12-18,Accepted,No,2
195,Blockchain,S0717,Berkeley,3rd Year,B.Tech,2026-12-19,Rejected,Yes,29
938,Embedded Systems,S0718,Harvard,1st Year,M.Sc,2026-12-20,Pending,Yes,48
869,AI/ML,S0719,NTU,3rd Year,MBA,2026-12-21,Accepted,No,48
340,AI/ML,S0720,Harvard,4th Year,B.Sc,2026-12-22,Rejected,Yes,14
788,AI/ML,S0721,IIT Delhi,1st Year,B.Sc,2026-12-23,Rejected,Yes,25
417,Web Development,S0722,Stanford,4th Year,M.Sc,2026-12-24,Rejected,No,4
330,UI/UX Design,S0723,Harvard,2nd Year,MBA,2026-12-25,Accepted,Yes,29
925,IoT,S0724,NTU,3rd Year,MBA,2026-12-26,Pending,Yes,29
303,Embedded Systems,S0725,IIT Bombay,4th Year,MBA,2026-12-27,Accepted,No,26
250,IoT,S0726,IIT Bombay,3rd Year,B.Tech,2026-12-28,Accepted,No,13
125,Web Development,S0727,IIT Bombay,2nd Year,MBA,2026-12-29,Pending,No,14
147,AR/VR,S0728,IIT Bombay,3rd Year,M.Sc,2026-12-30,Accepted,No,50
350,Embedded Systems,S0729,IIT Delhi,2nd Year,M.Sc,2026-12-31,Accepted,Yes,25
586,Web Development,S0730,IIT Bombay,1st Year,M.Tech,2027-01-01,Accepted,Yes,38
725,UI/UX Design,S0731,MIT,3rd Year,B.Sc,2027-01-02,Pending,No,8
970,AR/VR,S0732,MIT,1st Year,B.Sc,2027-01-03,Accepted,Yes,6
886,UI/UX Design,S0733,NUS,2nd Year,M.Tech,2027-01-04,Accepted,Yes,12
174,Web Development,S0734,Berkeley,1st Year,M.Sc,2027-01-05,Pending,No,33
566,Blockchain,S0735,Cambridge,4th Year,M.Sc,2027-01-06,Rejected,No,38
524,AR/VR,S0736,MIT,1st Year,M.Sc,2027-01-07,Pending,Yes,47
744,Cloud Computing,S0737,Cambridge,4th Year,B.Sc,2027-01-08,Rejected,Yes,34
689,AR/VR,S0738,NUS,2nd Year,MBA,2027-01-09,Accepted,No,8
299,UI/UX Design,S0739,Berkeley,2nd Year,B.Sc,2027-01-10,Rejected,No,11
835,Embedded Systems,S0740,MIT,3rd Year,M.Tech,2027-01-11,Pending,Yes,49
813,Embedded Systems,S0741,MIT,4th Year,MBA,2027-01-12,Pending,Yes,14
493,Embedded Systems,S0742,Berkeley,3rd Year,B.Tech,2027-01-13,Pending,No,8
606,IoT,S0743,Berkeley,3rd Year,B.Tech,2027-01-14,Accepted,No,32
509,AR/VR,S0744,Cambridge,2nd Year,M.Sc,2027-01-15,Rejected,No,48
349,Cloud Computing,S0745,Oxford,1st Year,MBA,2027-01-16,Rejected,Yes,39
251,IoT,S0746,Harvard,2nd Year,B.Sc,2027-01-17,Pending,No,23
771,AI/ML,S0747,Stanford,2nd Year,M.Tech,2027-01-18,Pending,Yes,48
804,UI/UX Design,S0748,IIT Bombay,1st Year,M.Sc,2027-01-19,Pending,Yes,21
105,UI/UX Design,S0749,NUS,4th Year,M.Sc,2027-01-20,Pending,Yes,27
868,Data Science,S0750,NTU,4th Year,MBA,2027-01-21,Pending,No,13
981,Blockchain,S0751,Oxford,1st Year,M.Tech,2027-01-22,Accepted,Yes,14
888,AR/VR,S0752,Harvard,1st Year,B.Tech,2027-01-23,Rejected,Yes,6
209,Cloud Computing,S0753,Stanford,3rd Year,M.Sc,2027-01-24,Accepted,No,33
897,AI/ML,S0754,MIT,1st Year,M.Sc,2027-01-25,Pending,Yes,24
535,AR/VR,S0755,Oxford,1st Year,MBA,2027-01-26,Accepted,Yes,31
324,IoT,S0756,Oxford,3rd Year,M.Sc,2027-01-27,Pending,No,17
280,Cloud Computing,S0757,IIT Delhi,4th Year,MBA,2027-01-28,Accepted,Yes,33
923,AR/VR,S0758,NUS,1st Year,M.Tech,2027-01-29,Pending,No,8
812,AR/VR,S0759,NTU,1st Year,B.Tech,2027-01-30,Rejected,Yes,30
630,Cybersecurity,S0760,NUS,3rd Year,B.Tech,2027-01-31,Pending,No,2
575,AI/ML,S0761,Cambridge,1st Year,M.Sc,2027-02-01,Pending,Yes,1
151,AR/VR,S0762,IIT Bombay,3rd Year,M.Sc,2027-02-02,Pending,No,25
670,IoT,S0763,Harvard,2nd Year,MBA,2027-02-03,Rejected,Yes,27
355,Web Development,S0764,Cambridge,3rd Year,M.Tech,2027-02-04,Accepted,Yes,26
968,Embedded Systems,S0765,IIT Delhi,2nd Year,MBA,2027-02-05,Pending,Yes,7
224,AR/VR,S0766,Cambridge,2nd Year,B.Sc,2027-02-06,Pending,No,23
567,Blockchain,S0767,Berkeley,3rd Year,M.Sc,2027-02-07,Pending,Yes,24
236,Web Development,S0768,Harvard,3rd Year,B.Tech,2027-02-08,Pending,No,20
920,Cybersecurity,S0769,IIT Bombay,3rd Year,B.Tech,2027-02-09,Pending,No,5
575,AI/ML,S0770,MIT,4th Year,MBA,2027-02-10,Accepted,No,28
783,AR/VR,S0771,Berkeley,1st Year,MBA,2027-02-11,Pending,No,42
643,Data Science,S0772,Berkeley,3rd Year,M.Sc,2027-02-12,Rejected,Yes,20
672,Cybersecurity,S0773,Harvard,2nd Year,MBA,2027-02-13,Accepted,Yes,15
709,AI/ML,S0774,Berkeley,2nd Year,B.Tech,2027-02-14,Pending,Yes,45
424,IoT,S0775,MIT,3rd Year,B.Tech,2027-02-15,Pending,Yes,6
873,UI/UX Design,S0776,NTU,1st Year,B.Tech,2027-02-16,Accepted,Yes,42
553,Blockchain,S0777,NUS,1st Year,B.Sc,2027-02-17,Accepted,No,42
727,Web Development,S0778,Harvard,1st Year,MBA,2027-02-18,Accepted,Yes,25
934,Blockchain,S0779,Stanford,2nd Year,M.Sc,2027-02-19,Rejected,No,31
836,Cybersecurity,S0780,Cambridge,3rd Year,B.Tech,2027-02-20,Accepted,Yes,2
616,Blockchain,S0781,MIT,3rd Year,B.Sc,2027-02-21,Pending,No,18
536,Embedded Systems,S0782,IIT Bombay,3rd Year,MBA,2027-02-22,Rejected,No,47
950,AR/VR,S0783,Oxford,2nd Year,M.Tech,2027-02-23,Accepted,Yes,42
661,IoT,S0784,NUS,3rd Year,M.Sc,2027-02-24,Rejected,No,21
556,AI/ML,S0785,NTU,2nd Year,M.Sc,2027-02-25,Rejected,No,3
262,Web Development,S0786,MIT,2nd Year,M.Sc,2027-02-26,Rejected,Yes,10
861,Embedded Systems,S0787,NTU,1st Year,M.Sc,2027-02-27,Accepted,Yes,16
982,Cybersecurity,S0788,MIT,3rd Year,M.Tech,2027-02-28,Rejected,No,12
586,Embedded Systems,S0789,Stanford,3rd Year,MBA,2027-03-01,Accepted,Yes,37
560,UI/UX Design,S0790,MIT,4th Year,MBA,2027-03-02,Rejected,No,1
365,IoT,S0791,MIT,1st Year,MBA,2027-03-03,Pending,No,9
869,Embedded Systems,S0792,Stanford,2nd Year,M.Sc,2027-03-04,Accepted,Yes,34
353,Blockchain,S0793,IIT Bombay,1st Year,M.Tech,2027-03-05,Pending,No,10
960,UI/UX Design,S0794,IIT Delhi,4th Year,B.Sc,2027-03-06,Accepted,No,9
752,Web Development,S0795,IIT Bombay,1st Year,M.Sc,2027-03-07,Rejected,Yes,45
383,IoT,S0796,Stanford,1st Year,M.Tech,2027-03-08,Rejected,Yes,31
884,Embedded Systems,S0797,NUS,4th Year,B.Tech,2027-03-09,Rejected,Yes,49
896,UI/UX Design,S0798,Oxford,1st Year,MBA,2027-03-10,Rejected,Yes,3
633,Embedded Systems,S0799,IIT Delhi,1st Year,M.Sc,2027-03-11,Rejected,Yes,4
596,UI/UX Design,S0800,Harvard,4th Year,M.Sc,2027-03-12,Accepted,Yes,39
741,Cloud Computing,S0801,Berkeley,4th Year,M.Tech,2027-03-13,Accepted,No,14
344,AR/VR,S0802,MIT,2nd Year,MBA,2027-03-14,Pending,Yes,48
381,IoT,S0803,Oxford,4th Year,B.Sc,2027-03-15,Pending,Yes,43
550,Cybersecurity,S0804,IIT Bombay,3rd Year,B.Tech,2027-03-16,Pending,Yes,19
179,Cybersecurity,S0805,Stanford,3rd Year,M.Tech,2027-03-17,Rejected,Yes,24
830,Cloud Computing,S0806,NUS,3rd Year,B.Sc,2027-03-18,Accepted,Yes,40
392,Embedded Systems,S0807,Oxford,2nd Year,B.Sc,2027-03-19,Rejected,Yes,27
340,Cloud Computing,S0808,NTU,1st Year,B.Tech,2027-03-20,Pending,Yes,11
378,Cybersecurity,S0809,NTU,4th Year,B.Tech,2027-03-21,Pending,No,27
443,Cloud Computing,S0810,Harvard,2nd Year,B.Tech,2027-03-22,Accepted,Yes,12
427,Cloud Computing,S0811,IIT Bombay,1st Year,B.Sc,2027-03-23,Rejected,No,12
653,Cybersecurity,S0812,Stanford,4th Year,M.Tech,2027-03-24,Pending,Yes,34
182,IoT,S0813,NUS,1st Year,B.Sc,2027-03-25,Rejected,No,10
241,UI/UX Design,S0814,NTU,4th Year,M.Tech,2027-03-26,Accepted,No,48
254,IoT,S0815,Stanford,3rd Year,B.Sc,2027-03-27,Rejected,Yes,43
336,UI/UX Design,S0816,Oxford,4th Year,B.Tech,2027-03-28,Accepted,No,12
492,Embedded Systems,S0817,Stanford,4th Year,MBA,2027-03-29,Pending,Yes,24
810,Cloud Computing,S0818,Stanford,2nd Year,M.Sc,2027-03-30,Rejected,No,8
256,Cloud Computing,S0819,IIT Delhi,2nd Year,B.Sc,2027-03-31,Rejected,No,11
823,Data Science,S0820,Berkeley,2nd Year,M.Sc,2027-04-01,Rejected,Yes,2
319,AR/VR,S0821,NTU,3rd Year,M.Sc,2027-04-02,Rejected,Yes,32
165,Embedded Systems,S0822,Berkeley,3rd Year,M.Sc,2027-04-03,Accepted,Yes,14
524,Blockchain,S0823,Oxford,4th Year,B.Sc,2027-04-04,Accepted,No,20
517,Blockchain,S0824,NUS,2nd Year,MBA,2027-04-05,Rejected,Yes,26
438,UI/UX Design,S0825,Berkeley,3rd Year,M.Sc,2027-04-06,Pending,No,41
655,Web Development,S0826,Cambridge,3rd Year,B.Sc,2027-04-07,Accepted,No,24
577,Cloud Computing,S0827,IIT Bombay,4th Year,B.Sc,2027-04-08,Rejected,Yes,17
525,AI/ML,S0828,Oxford,4th Year,B.Sc,2027-04-09,Rejected,No,40
163,Cloud Computing,S0829,Harvard,1st Year,B.Sc,2027-04-10,Accepted,No,21
311,Data Science,S0830,MIT,1st Year,B.Sc,2027-04-11,Accepted,No,2
952,UI/UX Design,S0831,NUS,4th Year,M.Tech,2027-04-12,Rejected,No,2
530,IoT,S0832,IIT Delhi,1st Year,M.Tech,2027-04-13,Rejected,Yes,22
498,Cloud Computing,S0833,Berkeley,3rd Year,M.Sc,2027-04-14,Accepted,No,2
888,IoT,S0834,IIT Delhi,4th Year,M.Tech,2027-04-15,Accepted,No,31
698,Cybersecurity,S0835,Cambridge,4th Year,B.Sc,2027-04-16,Pending,Yes,3
812,Cybersecurity,S0836,Berkeley,2nd Year,B.Sc,2027-04-17,Pending,Yes,48
120,Embedded Systems,S0837,MIT,3rd Year,M.Tech,2027-04-18,Accepted,No,10
977,Cloud Computing,S0838,MIT,3rd Year,M.Sc,2027-04-19,Rejected,No,27
883,Embedded Systems,S0839,Stanford,2nd Year,M.Sc,2027-04-20,Accepted,No,3
689,Cloud Computing,S0840,Stanford,1st Year,B.Tech,2027-04-21,Rejected,No,35
489,Web Development,S0841,NTU,4th Year,M.Tech,2027-04-22,Accepted,Yes,25
588,Data Science,S0842,IIT Delhi,1st Year,B.Sc,2027-04-23,Accepted,Yes,49
106,AR/VR,S0843,Harvard,3rd Year,B.Sc,2027-04-24,Pending,Yes,39
460,AR/VR,S0844,Stanford,1st Year,B.Tech,2027-04-25,Rejected,Yes,47
405,Cybersecurity,S0845,NUS,3rd Year,M.Tech,2027-04-26,Accepted,No,34
871,Cybersecurity,S0846,Stanford,4th Year,M.Sc,2027-04-27,Rejected,Yes,11
499,AI/ML,S0847,Stanford,4th Year,MBA,2027-04-28,Rejected,Yes,11
973,Embedded Systems,S0848,Oxford,4th Year,B.Tech,2027-04-29,Rejected,No,7
955,Cybersecurity,S0849,Berkeley,2nd Year,M.Sc,2027-04-30,Rejected,Yes,1
529,Cybersecurity,S0850,IIT Delhi,2nd Year,B.Sc,2027-05-01,Rejected,Yes,23
651,AI/ML,S0851,Oxford,2nd Year,B.Tech,2027-05-02,Rejected,Yes,15
865,Data Science,S0852,Oxford,4th Year,B.Tech,2027-05-03,Accepted,No,6
852,Blockchain,S0853,IIT Delhi,4th Year,MBA,2027-05-04,Pending,No,27
659,UI/UX Design,S0854,MIT,1st Year,M.Sc,2027-05-05,Rejected,Yes,5
919,IoT,S0855,Stanford,3rd Year,MBA,2027-05-06,Accepted,Yes,8
717,Data Science,S0856,Harvard,2nd Year,B.Tech,2027-05-07,Rejected,No,31
325,Web Development,S0857,MIT,4th Year,M.Sc,2027-05-08,Pending,Yes,30
599,AI/ML,S0858,Oxford,4th Year,M.Tech,2027-05-09,Rejected,No,27
324,Embedded Systems,S0859,Cambridge,3rd Year,B.Tech,2027-05-10,Accepted,No,35
379,Web Development,S0860,Cambridge,2nd Year,MBA,2027-05-11,Accepted,No,29
546,Blockchain,S0861,IIT Bombay,2nd Year,MBA,2027-05-12,Rejected,No,9
597,IoT,S0862,Stanford,1st Year,MBA,2027-05-13,Pending,Yes,39
129,IoT,S0863,Stanford,4th Year,MBA,2027-05-14,Rejected,Yes,41
498,Cybersecurity,S0864,MIT,1st Year,MBA,2027-05-15,Accepted,No,1
444,Cloud Computing,S0865,MIT,4th Year,B.Sc,2027-05-16,Rejected,No,20
784,UI/UX Design,S0866,Harvard,3rd Year,B.Tech,2027-05-17,Pending,No,31
795,Cloud Computing,S0867,Harvard,1st Year,M.Tech,2027-05-18,Accepted,Yes,31
917,AI/ML,S0868,Cambridge,4th Year,M.Tech,2027-05-19,Accepted,No,17
514,Data Science,S0869,Cambridge,2nd Year,M.Sc,2027-05-20,Accepted,No,9
841,AR/VR,S0870,IIT Delhi,3rd Year,B.Sc,2027-05-21,Rejected,No,21
269,Cybersecurity,S0871,NTU,4th Year,B.Tech,2027-05-22,Accepted,Yes,43
960,Embedded Systems,S0872,Oxford,1st Year,MBA,2027-05-23,Accepted,Yes,35
578,AI/ML,S0873,Stanford,1st Year,MBA,2027-05-24,Rejected,Yes,24
230,Web Development,S0874,Cambridge,4th Year,M.Tech,2027-05-25,Rejected,No,40
737,Blockchain,S0875,Cambridge,3rd Year,M.Tech,2027-05-26,Pending,Yes,43
646,Web Development,S0876,Harvard,4th Year,B.Sc,2027-05-27,Rejected,No,46
127,AI/ML,S0877,Stanford,1st Year,B.Tech,2027-05-28,Accepted,Yes,7
503,Blockchain,S0878,IIT Bombay,1st Year,B.Tech,2027-05-29,Accepted,No,31
706,IoT,S0879,IIT Bombay,2nd Year,M.Sc,2027-05-30,Pending,Yes,32
677,Web Development,S0880,IIT Delhi,2nd Year,MBA,2027-05-31,Accepted,No,48
778,Cloud Computing,S0881,Oxford,1st Year,B.Tech,2027-06-01,Rejected,Yes,37
127,AI/ML,S0882,IIT Bombay,2nd Year,B.Tech,2027-06-02,Pending,No,13
185,AI/ML,S0883,IIT Delhi,2nd Year,B.Sc,2027-06-03,Rejected,No,9
758,Cloud Computing,S0884,IIT Bombay,4th Year,B.Sc,2027-06-04,Accepted,Yes,15
538,AR/VR,S0885,Harvard,3rd Year,M.Sc,2027-06-05,Rejected,Yes,33
238,AR/VR,S0886,Stanford,4th Year,MBA,2027-06-06,Rejected,No,9
987,Data Science,S0887,Harvard,4th Year,M.Sc,2027-06-07,Pending,No,10
572,UI/UX Design,S0888,MIT,2nd Year,B.Sc,2027-06-08,Rejected,No,15
286,Cloud Computing,S0889,Harvard,2nd Year,MBA,2027-06-09,Pending,Yes,43
151,IoT,S0890,Stanford,3rd Year,B.Sc,2027-06-10,Pending,Yes,6
366,Embedded Systems,S0891,IIT Bombay,3rd Year,B.Sc,2027-06-11,Accepted,No,48
488,Embedded Systems,S0892,NTU,3rd Year,M.Sc,2027-06-12,Rejected,No,7
435,IoT,S0893,IIT Delhi,4th Year,M.Tech,2027-06-13,Rejected,No,46
316,Web Development,S0894,NTU,3rd Year,M.Tech,2027-06-14,Pending,No,26
565,Embedded Systems,S0895,IIT Delhi,1st Year,M.Sc,2027-06-15,Pending,No,19
434,IoT,S0896,Harvard,1st Year,B.Sc,2027-06-16,Pending,Yes,40
445,Cloud Computing,S0897,NTU,4th Year,B.Sc,2027-06-17,Rejected,No,7
879,Cybersecurity,S0898,IIT Bombay,2nd Year,B.Sc,2027-06-18,Accepted,No,16
488,Data Science,S0899,Cambridge,3rd Year,M.Tech,2027-06-19,Accepted,Yes,15
384,UI/UX Design,S0900,NTU,1st Year,MBA,2027-06-20,Accepted,Yes,17
870,Web Development,S0901,MIT,3rd Year,B.Tech,2027-06-21,Accepted,Yes,12
951,IoT,S0902,Harvard,1st Year,M.Sc,2027-06-22,Accepted,No,47
531,Cloud Computing,S0903,IIT Delhi,1st Year,M.Sc,2027-06-23,Accepted,No,43
358,Web Development,S0904,IIT Delhi,3rd Year,B.Sc,2027-06-24,Rejected,Yes,20
954,AI/ML,S0905,Stanford,1st Year,B.Sc,2027-06-25,Pending,Yes,22
183,UI/UX Design,S0906,IIT Bombay,3rd Year,M.Tech,2027-06-26,Accepted,No,46
581,Cloud Computing,S0907,IIT Delhi,1st Year,B.Sc,2027-06-27,Pending,No,30
119,AR/VR,S0908,MIT,2nd Year,MBA,2027-06-28,Accepted,No,43
867,Cybersecurity,S0909,Stanford,4th Year,M.Sc,2027-06-29,Accepted,Yes,38
652,Web Development,S0910,Oxford,4th Year,B.Tech,2027-06-30,Pending,No,34
153,AR/VR,S0911,Cambridge,3rd Year,B.Sc,2027-07-01,Rejected,No,34
458,Blockchain,S0912,MIT,4th Year,MBA,2027-07-02,Rejected,No,37
329,Blockchain,S0913,NUS,4th Year,B.Tech,2027-07-03,Pending,No,18
